user_id,asin,svd_rating,sentiment_score,bert_similarity,user_ave_rating,product_ave_rating,target_overall,user_idx,item_idx,ncf_score,like,xgb_pred_score
AAP7PPBU72QFM,B00005AXIV,5.0,0.6110184971098266,0.26414952,5.0,4.312138728323699,5.0,0,1102,3.7555447,1,0.9992632
AAP7PPBU72QFM,B00017IX10,4.923767611940169,0.7758690476190476,0.29791212,5.0,4.071428571428571,5.0,0,4694,2.4344888,1,0.99980396
AAP7PPBU72QFM,B00006B7TL,4.8192466909492575,0.5836875,0.22161266,5.0,4.125,5.0,0,2003,3.1797066,1,0.99984336
AAP7PPBU72QFM,B000RZ8WHG,4.786165677864626,0.5064157894736842,0.2894723,5.0,4.410526315789474,5.0,0,15853,3.1934624,1,0.9997738
AAP7PPBU72QFM,0151004714,4.730592794917348,0.94424,0.17344742,5.0,4.2,5.0,0,0,2.2100139,1,0.99925214
A2E168DTVGE6SV,B00B2N7B60,4.111183319318326,0.6240332139201638,0.46498233,2.4,4.50921187308086,5.0,1,65260,5.1776977,1,0.23225746
A2E168DTVGE6SV,B008VMT2HQ,3.9171740475048886,0.6411372881355932,0.32504135,2.4,4.263922518159807,1.0,1,58000,4.9730086,0,0.04697697
A2E168DTVGE6SV,0151004714,3.603111282357837,0.94424,0.30408496,2.4,4.2,3.0,1,0,4.781613,0,0.046868637
A2E168DTVGE6SV,B004BN62PY,3.3572468595528986,0.7028150793650794,0.48811108,2.4,4.277777777777778,2.0,1,37191,4.6344547,0,0.00927844
A2E168DTVGE6SV,B00EZ2FRP2,2.797926258376906,0.4652209459459459,0.33940956,2.4,4.324324324324325,1.0,1,77410,4.8791094,0,0.0064055724
A1ER5AYS3FQ9O3,B007IV7KRU,5.0,0.6035146589259797,0.18754286,4.288888888888889,4.583333333333333,5.0,2,54616,4.6612334,1,0.9498167
A1ER5AYS3FQ9O3,B004WYA852,4.979019599211139,0.5020719342604298,0.2574085,4.288888888888889,4.31858407079646,3.0,2,41216,4.8942485,0,0.18728425
A1ER5AYS3FQ9O3,B000V1MLBE,4.850389614407694,0.6830561881188119,0.2320383,4.288888888888889,4.05940594059406,5.0,2,16710,4.787716,1,0.9451365
A1ER5AYS3FQ9O3,B004K09LVU,4.796695664007409,0.5854255813953488,0.29813373,4.288888888888889,4.534883720930233,5.0,2,38760,5.268374,1,0.9753812
A1ER5AYS3FQ9O3,B00L3KW09K,4.796358698135129,0.7391466666666666,0.29911476,4.288888888888889,4.2,5.0,2,94526,5.1150537,1,0.9775504
A1T17LMQABMBN5,B0012JCYPC,4.95430806797987,0.5833358156028369,0.56031,4.625,3.893617021276596,5.0,3,19084,4.327978,1,0.9983308
A1T17LMQABMBN5,B00XIHAHKA,4.836742571852799,0.5822028776978417,0.5584019,4.625,3.899280575539569,5.0,3,115097,4.71416,1,0.9965501
A1T17LMQABMBN5,B00005RI8S,4.786202903570716,0.9041875,0.47655743,4.625,4.875,5.0,3,1396,4.6488166,1,0.99920446
A1T17LMQABMBN5,B00005RI8R,4.770462184583545,0.9041875,0.47655743,4.625,4.875,5.0,3,1403,4.4009256,1,0.99920446
A3QHJ0FXK33OBE,0151004714,3.853351913272797,0.94424,0.23532112,1.7142857142857142,4.2,3.0,4,0,2.9291644,0,0.058796227
A3QHJ0FXK33OBE,B0002OD3JY,3.832067782754079,0.745564705882353,0.28881383,1.7142857142857142,4.294117647058823,1.0,4,6160,2.7557087,0,0.07362156
A3QHJ0FXK33OBE,B00ZOPVSKW,3.595957691659563,0.5235069825436409,0.3049987,1.7142857142857142,4.184538653366584,1.0,4,117714,2.3971539,0,0.040930986
A3QHJ0FXK33OBE,B01DUTOI5U,3.3072481111860625,0.6202658314350797,0.31435108,1.7142857142857142,4.157175398633258,3.0,4,138161,2.8982635,0,0.006201084
A3QHJ0FXK33OBE,B00128L9AE,3.142330347277364,0.91615,0.37077412,1.7142857142857142,3.8333333333333335,2.0,4,18991,4.054129,0,0.005028989
A3IYSOTP3HA77N,B00H4H6682,4.766433086815916,0.7618083333333333,0.4500892,4.538461538461538,4.791666666666667,5.0,5,83241,5.3215055,1,0.99909365
A3IYSOTP3HA77N,B00066EK36,4.59534604793061,0.7990382352941177,0.31945202,4.538461538461538,4.117647058823529,4.0,5,6701,4.9281373,1,0.9714059
A3IYSOTP3HA77N,B011KFQASE,4.578837753983637,0.4904215384615384,0.4125777,4.538461538461538,4.121153846153846,5.0,5,119749,4.496881,1,0.9981055
A3IYSOTP3HA77N,B00NUWH52Q,4.576709058913644,0.6322423076923077,0.32437432,4.538461538461538,4.346153846153846,5.0,5,101001,4.5529175,1,0.9978701
A3IYSOTP3HA77N,B00QM0D3SS,4.523964769821927,0.6278833333333333,0.385905,4.538461538461538,4.5,5.0,5,105668,4.756557,1,0.9705429
A11SXV34PZUQ5E,B00NC77MAY,4.717102835101474,0.5296818181818183,0.4700237,4.4,4.568181818181818,5.0,6,99673,4.623414,1,0.94002455
A11SXV34PZUQ5E,0380709473,4.578603959753904,0.4959333333333333,0.24608974,4.4,4.5,5.0,6,1,4.4192696,1,0.98566544
A11SXV34PZUQ5E,B00BISWIHQ,4.4748282799577215,0.6286713733075435,0.46924448,4.4,4.332688588007737,5.0,6,66922,4.4469748,1,0.96528816
A11SXV34PZUQ5E,B00AY1USAW,4.44333105487601,0.6410210526315789,0.46479958,4.4,4.2631578947368425,3.0,6,64701,4.717437,0,0.11922762
A11SXV34PZUQ5E,B00HPQ0G88,3.758399545303963,0.5652705234159779,0.22558244,4.4,4.035812672176308,4.0,6,84579,5.109519,1,0.8240404
A2AUQM1HT2D5T8,B006GWO5WK,4.737428129262261,0.3031765352112676,0.41647965,4.428571428571429,4.42,5.0,7,50528,3.691636,1,0.99455255
A2AUQM1HT2D5T8,B0169X7YZ0,4.604942388912695,0.6459094117647058,0.45938343,4.428571428571429,4.641176470588236,5.0,7,126125,3.275124,1,0.9820778
A2AUQM1HT2D5T8,B00K2LMVJK,4.569686163966727,0.5795692307692307,0.3801198,4.428571428571429,4.230769230769231,5.0,7,91485,3.0621567,1,0.99237555
A2AUQM1HT2D5T8,0380709473,4.328110247900615,0.4959333333333333,0.19661534,4.428571428571429,4.5,5.0,7,1,4.23434,1,0.90718776
A2AUQM1HT2D5T8,B008X9Z73U,4.139542670644775,0.7163510638297873,0.44903943,4.428571428571429,4.25531914893617,4.0,7,58086,3.6833262,1,0.9517833
A3UD8JRWLX6SRX,B001HA4DMS,4.925293104105228,0.4466457692307692,0.4309108,5.0,4.690384615384615,5.0,8,24134,4.6841917,1,0.998489
A3UD8JRWLX6SRX,B00DFZREEM,4.7533513741406885,0.4981589743589744,0.3040392,5.0,4.410256410256411,5.0,8,72928,4.8800473,1,0.9996867
A3UD8JRWLX6SRX,B000EP1ETW,4.750275235045464,0.65084,0.29144505,5.0,4.4,5.0,8,10468,5.5168843,1,0.9999051
A3UD8JRWLX6SRX,0380709473,4.673099577661509,0.4959333333333333,0.20887567,5.0,4.5,5.0,8,1,4.84411,1,0.99971443
A3MV1KKHX51FYT,B002CW4E38,5.0,0.5365684931506849,0.12343201,4.863636363636363,4.794520547945205,5.0,9,29468,4.4575396,1,0.999215
A3MV1KKHX51FYT,B00001TZYS,5.0,0.5708,0.4283757,4.863636363636363,5.0,5.0,9,384,3.9308586,1,0.99916327
A3MV1KKHX51FYT,B0066GOFZI,5.0,0.6708625,0.1842874,4.863636363636363,4.375,5.0,9,49711,4.453756,1,0.99976367
A3MV1KKHX51FYT,B00AZR03ZU,5.0,0.42185,0.3083068,4.863636363636363,5.0,5.0,9,151922,4.2325964,1,0.99794954
A3MV1KKHX51FYT,B0079TAKM8,4.997655301954964,0.3904555555555556,0.21250066,4.863636363636363,4.388888888888889,5.0,9,53521,4.7083282,1,0.9988097
A3LXXYBYUHZWS5,B01CGGOUJM,4.767259055285573,0.6496188118811882,0.300616,4.368421052631579,4.207920792079208,5.0,10,135518,4.3558855,1,0.9289398
A3LXXYBYUHZWS5,B00Z7SZFG4,4.648520487318075,0.6449109090909091,0.35998863,4.368421052631579,4.236363636363636,5.0,10,117205,4.3974066,1,0.8897091
A3LXXYBYUHZWS5,B00YLUCYY0,4.549079178116841,0.5738470588235294,0.30202347,4.368421052631579,4.411764705882353,5.0,10,116581,4.3707232,1,0.9962231
A3LXXYBYUHZWS5,B0185C564Y,4.429383974312017,0.4727949999999999,0.20271789,4.368421052631579,4.025,5.0,10,129245,4.0757365,1,0.99881727
A3LXXYBYUHZWS5,B00YD3DBOC,4.303022315407904,0.4805228412256267,0.25442067,4.368421052631579,3.974930362116992,5.0,10,116319,4.4530797,1,0.99969864
A1X4L7AO1BXMHK,B00D6NWN6M,4.761003437119977,0.624480412371134,0.30131674,4.571428571428571,4.680412371134021,4.0,11,72307,4.429004,1,0.9987055
A1X4L7AO1BXMHK,B004LECLV2,4.695404237996974,0.768774358974359,0.32184812,4.571428571428571,4.6923076923076925,5.0,11,39101,4.6484466,1,0.9986895
A1X4L7AO1BXMHK,B00FNJOMZ2,4.557237046111832,0.83085,0.32843652,4.571428571428571,4.5,4.0,11,79480,4.338277,1,0.99393576
A1X4L7AO1BXMHK,B00XJI6Z86,4.435300772885822,0.6889859813084113,0.24814422,4.571428571428571,4.224299065420561,5.0,11,115223,4.325632,1,0.9753024
A1X4L7AO1BXMHK,0446697192,4.303358512201141,0.9727818181818182,0.18809433,4.571428571428571,3.8181818181818175,5.0,11,2,3.943307,1,0.98514175
A1Y9RUTH5GG3MU,B0021AFU70,4.140781879652279,0.647876923076923,0.30203375,3.0,4.307692307692308,5.0,12,27914,4.928805,1,0.98049384
A1Y9RUTH5GG3MU,0446697192,3.5854262467646456,0.9727818181818182,0.24011366,3.0,3.8181818181818175,3.0,12,2,5.087009,0,0.07577238
A1Y9RUTH5GG3MU,B009T0NNRO,3.4614621938037065,0.5732835820895522,0.28541034,3.0,3.850746268656717,3.0,12,61469,5.210802,0,0.049487647
A1Y9RUTH5GG3MU,B006291K7A,3.3555304532503527,0.5966702127659574,0.3324846,3.0,3.48936170212766,3.0,12,49206,5.3951077,0,0.04161947
A1Y9RUTH5GG3MU,B005FDXMJS,2.011225916623922,0.3417092592592592,0.27683255,3.0,3.3465608465608465,1.0,12,45436,4.839149,0,0.0076389015
AAR8E3JF9K93P,B00GM70AQO,4.509415190607149,0.5998714285714285,0.37215737,4.142857142857143,4.714285714285714,5.0,13,81884,4.386938,1,0.99352336
AAR8E3JF9K93P,B00QSW6UJE,4.225371469302669,0.6628929824561404,0.32687894,4.142857142857143,4.333333333333333,4.0,13,105900,4.2403097,1,0.98542714
AAR8E3JF9K93P,B00LUDDIPA,4.217616394225738,0.9137555555555557,0.34439114,4.142857142857143,4.444444444444445,4.0,13,96172,4.7864037,1,0.9925626
AAR8E3JF9K93P,B00LAFW336,4.161210200204428,0.578245652173913,0.25668675,4.142857142857143,4.195652173913044,4.0,13,94989,4.493433,1,0.9982146
AAR8E3JF9K93P,B005Z5HT2M,4.068793569957804,0.4326823476702509,0.2528259,4.142857142857143,4.313620071684587,4.0,13,48912,5.094143,1,0.9372647
A277GP2U2TXH51,B00ECQBPA2,4.722890102985845,0.6831754098360655,0.37710723,4.181818181818182,4.147540983606557,5.0,14,75686,2.81208,1,0.82753927
A277GP2U2TXH51,B00HED0182,4.467225974276034,0.6845875,0.29526755,4.181818181818182,4.5,5.0,14,83827,4.272779,1,0.96434724
A277GP2U2TXH51,B00NTJ2QQU,4.463714275753604,0.614634693877551,0.21215822,4.181818181818182,4.346938775510204,5.0,14,100890,4.231434,1,0.9856302
A277GP2U2TXH51,B00CTHQDVC,4.255013560592317,0.8348315789473685,0.38492164,4.181818181818182,3.736842105263158,5.0,14,71170,3.200972,1,0.83831
A277GP2U2TXH51,0446697192,4.200796684827803,0.9727818181818182,0.1146892,4.181818181818182,3.8181818181818175,4.0,14,2,2.994606,1,0.99238014
A19KLUZ1XD3SRN,B01621M1S4,4.8828107323557965,0.4796710616438356,0.1511644,4.190476190476191,4.532534246575342,5.0,15,125838,5.1380534,1,0.9694633
A19KLUZ1XD3SRN,B00SQG7CHE,4.791380365773198,0.8212735294117648,0.238904,4.190476190476191,4.529411764705882,5.0,15,108722,4.380508,1,0.9426505
A19KLUZ1XD3SRN,B015SH9NRA,4.689998908518077,0.7860677419354838,0.28872272,4.190476190476191,4.580645161290323,4.0,15,125456,5.285782,1,0.9893048
A19KLUZ1XD3SRN,B00LPR9FUS,4.6667047515417,0.95735,0.29224318,4.190476190476191,4.6,5.0,15,95959,4.2092423,1,0.9927492
A19KLUZ1XD3SRN,B014I8UHXE,4.639512614843307,0.4060346839546191,0.25074056,4.190476190476191,4.635922330097087,4.0,15,123147,5.0547857,1,0.9967824
A3J3BRHTDRFJ2G,B005KG44V0,4.616894461961442,0.5871474103585658,0.2617959,3.96,3.878486055776893,5.0,16,46769,4.6596394,1,0.99063474
A3J3BRHTDRFJ2G,B003L1ZYYW,4.493842278861173,0.5264999419482178,0.24895489,3.96,4.787977254264826,5.0,16,33784,4.5281277,1,0.99053156
A3J3BRHTDRFJ2G,B00IVPU7AO,4.44567043552301,0.3801361510190444,0.2972937,3.96,4.4588274594955735,5.0,16,88247,3.800838,1,0.94583756
A3J3BRHTDRFJ2G,B000PW98WO,4.361444321875784,0.5887260869565217,0.26202706,3.96,4.710144927536232,5.0,16,15348,4.7270937,1,0.97442156
A3J3BRHTDRFJ2G,B000BQ7GW8,4.325744340049684,0.4273987794683163,0.23959002,3.96,4.71328320802005,5.0,16,9348,4.6183615,1,0.9683842
A7362LXMQEM6W,B00ATZJ606,4.791978894717029,0.4691406535947712,0.2230771,4.1,4.38562091503268,5.0,17,64350,4.433098,1,0.99705803
A7362LXMQEM6W,B005V9UTEC,4.439967914748374,0.420836,0.15032457,4.1,4.6,5.0,17,48489,3.6653337,1,0.9966042
A7362LXMQEM6W,B009D79VH4,4.412994882206008,0.4233343833422317,0.23289804,4.1,4.664798505471044,5.0,17,60178,3.804243,1,0.99067104
A7362LXMQEM6W,B01E9ZPOE8,4.399598957656553,0.5870666666666666,0.252481,4.1,4.222222222222222,5.0,17,138856,4.0075893,1,0.993443
A7362LXMQEM6W,B0000668YX,4.3319731498074905,0.4393649706457926,0.22425461,4.1,4.529335071707953,5.0,17,1703,4.553483,1,0.9976216
A2OSUEZJIN7BI,B00TSSOH4A,4.09364611529971,0.5031333333333333,0.38390574,2.7777777777777777,4.303030303030303,5.0,18,110119,4.9821606,1,0.9511494
A2OSUEZJIN7BI,B001KC08A4,3.9098268965139056,0.6208553228621291,0.35894597,2.7777777777777777,4.239092495636998,5.0,18,24748,5.058486,1,0.22953977
A2OSUEZJIN7BI,B0007LJHVK,3.5746097523166904,0.5650713483146067,0.31483328,2.7777777777777777,4.415730337078652,3.0,18,7362,4.462234,0,0.055374056
A2OSUEZJIN7BI,B006TZM6XO,3.5517269020694178,0.4846210648148148,0.4166013,2.7777777777777777,4.0532407407407405,1.0,18,51644,5.129865,0,0.027208935
A2OSUEZJIN7BI,B00009W3AT,3.534302194638653,0.3395428571428571,0.3137503,2.7777777777777777,4.142857142857143,4.0,18,3642,4.32309,1,0.16354093
A1917RO9OGLVT9,0511189877,4.749920613190211,0.3974333333333333,0.41685686,5.0,4.472222222222222,5.0,19,3,3.9687762,1,0.9990609
A1917RO9OGLVT9,B00YLOMXCE,4.699734179876209,0.413971111111111,0.5783491,5.0,3.922222222222222,5.0,19,116579,4.1564927,1,0.99882084
A1917RO9OGLVT9,B016CLKZ5K,4.683277122594691,0.1236999999999999,0.47203973,5.0,3.8,5.0,19,126265,4.722602,1,0.99807763
A1917RO9OGLVT9,B007CMHILS,4.355846719133546,0.2346764705882353,0.5216325,5.0,3.735294117647059,5.0,19,53965,4.230995,1,0.99807477
A1917RO9OGLVT9,B0074VKK26,3.933033862109556,0.1905,0.35852352,5.0,3.695652173913044,5.0,19,52857,4.8195896,1,0.893457
AIV2RLRZNV7TC,B00BGGDVOO,4.9658919643425365,0.5372389563106796,0.45034018,5.0,4.475728155339806,5.0,20,66711,4.574871,1,0.99975806
AIV2RLRZNV7TC,B01DJL4DY0,4.963700069106118,0.293604834523037,0.537844,5.0,3.726565034057736,5.0,20,137561,4.123737,1,0.99855334
AIV2RLRZNV7TC,B008GVOVK0,4.901454484823415,0.2938546757901596,0.548668,5.0,3.728013029315961,5.0,20,57298,4.310571,1,0.99855334
AIV2RLRZNV7TC,B00I8Y6V9E,4.673779633462944,0.4671078167115903,0.49386892,5.0,4.428571428571429,5.0,20,86366,5.2014008,1,0.9999356
AIV2RLRZNV7TC,0511189877,4.6164617992927495,0.3974333333333333,0.4340243,5.0,4.472222222222222,5.0,20,3,4.920738,1,0.99947494
A2I2KPNJDQ9SL0,B005GGE72U,5.0,0.547534328358209,0.27394336,4.280898876404494,4.597014925373134,5.0,21,45721,4.381261,1,0.9553255
A2I2KPNJDQ9SL0,B00008VSKS,4.915396910923519,0.6354973214285715,0.24995081,4.280898876404494,5.0,5.0,21,3021,4.395093,1,0.9980262
A2I2KPNJDQ9SL0,B005LS2HM0,4.896037726458873,0.5262236090225564,0.2932352,4.280898876404494,4.806015037593985,5.0,21,47034,5.023453,1,0.99341667
A2I2KPNJDQ9SL0,B000V0ETA6,4.809912124834136,0.4223435986159169,0.27465755,4.280898876404494,4.16955017301038,5.0,21,16700,4.87604,1,0.969282
A2I2KPNJDQ9SL0,B0007M0VXM,4.803610517839597,0.4123206954335986,0.17202112,4.280898876404494,4.628978224455612,5.0,21,7396,5.5903068,1,0.97650665
A17BMVVA8MND5C,B017XNAT0C,4.758968799774257,0.5002145833333334,0.4159213,5.0,4.618055555555555,5.0,22,128993,3.9685206,1,0.99910885
A17BMVVA8MND5C,B00KO99GB6,4.698939857489131,0.3052775641025641,0.46227616,5.0,4.506410256410256,5.0,22,93410,4.2680855,1,0.99974686
A17BMVVA8MND5C,B00THOMZV2,4.678572991253053,0.5729777777777778,0.4091434,5.0,4.472222222222222,5.0,22,109755,4.381166,1,0.9998641
A17BMVVA8MND5C,B000EX9K0Y,4.600881121543667,0.1866150943396226,0.31274337,5.0,4.377358490566038,5.0,22,10641,3.7208128,1,0.99899906
A17BMVVA8MND5C,0511189877,4.570766582222347,0.3974333333333333,0.39336315,5.0,4.472222222222222,5.0,22,3,4.302717,1,0.9995171
A24VW8XTD8LSXE,B00JKATVM4,4.533985694387109,0.4158292906178489,0.2980234,4.1,4.480549199084668,5.0,23,90112,3.041771,1,0.99591017
A24VW8XTD8LSXE,B000AQK4BO,4.529968150984063,0.3752985915492958,0.28257412,4.1,4.47887323943662,5.0,23,8855,2.7209234,1,0.9827859
A24VW8XTD8LSXE,B00C5K8D5W,4.390044459659136,0.3799573170731707,0.27445483,4.1,4.307317073170732,5.0,23,68877,3.987514,1,0.9155368
A24VW8XTD8LSXE,0511189877,4.155640246129955,0.3974333333333333,0.25627136,4.1,4.472222222222222,5.0,23,3,3.4111123,1,0.9294153
A24VW8XTD8LSXE,B00GLJIPK6,4.129973197070158,0.4398611111111111,0.24561629,4.1,4.347222222222222,5.0,23,81823,3.8499284,1,0.9973207
A2NETQRG6JHIG7,B00QMMKY8I,4.766361660025189,0.5435500000000001,0.23951113,4.3,4.578947368421052,5.0,24,105691,4.522942,1,0.9759808
A2NETQRG6JHIG7,B00170M64K,4.483948176091536,0.5501139130434782,0.368091,4.3,4.086956521739131,5.0,24,20909,4.5389533,1,0.98887175
A2NETQRG6JHIG7,0511189877,4.4381835001876135,0.3974333333333333,0.26769215,4.3,4.472222222222222,5.0,24,3,4.1831203,1,0.929352
A2NETQRG6JHIG7,B00AIY9658,4.433482180567654,0.4024464285714285,0.41679192,4.3,4.214285714285714,5.0,24,63421,4.6868744,1,0.9265302
A2NETQRG6JHIG7,B00MHHQPZI,4.392279669136535,0.5791083916083916,0.38135463,4.3,4.307692307692308,5.0,24,97674,4.363729,1,0.9766466
A2WUS7OUEEFYT2,B00N32ICIE,4.503041961268852,0.6447460784313725,0.3168251,4.4,4.598039215686274,5.0,25,99029,4.373417,1,0.85329264
A2WUS7OUEEFYT2,B00000J1QM,4.45068935369966,0.4364545454545455,0.22931118,4.4,4.072727272727272,5.0,25,200,4.40842,1,0.9858549
A2WUS7OUEEFYT2,0511189877,4.22522719756113,0.3974333333333333,0.31368694,4.4,4.472222222222222,3.0,25,3,3.9144564,0,0.16792695
A2WUS7OUEEFYT2,B0098Y77U0,4.203913195952113,0.5284951308581862,0.3021303,4.4,4.325425790754258,5.0,25,59672,4.576269,1,0.9402437
A2WUS7OUEEFYT2,B003YKG8I6,4.097395741264419,0.3787627450980392,0.3380546,4.4,4.431372549019608,4.0,25,35125,4.2944026,1,0.92384195
A12JHGROAX49G7,B0000510ZO,5.0,0.380431223628692,0.22238001,4.588235294117647,4.716292134831461,5.0,26,923,4.331256,1,0.9927979
A12JHGROAX49G7,B000VS4HDM,5.0,0.3972862058823529,0.24920385,4.588235294117647,4.637459570714496,5.0,26,17134,3.1604214,1,0.989151
A12JHGROAX49G7,B00DC30WWI,4.965836398166492,0.4592211538461538,0.3536244,4.588235294117647,4.634615384615385,5.0,26,72665,3.5993237,1,0.9444777
A12JHGROAX49G7,B01AX6ZSYI,4.858507337204043,0.499808988764045,0.25619057,4.588235294117647,4.722846441947565,5.0,26,133377,3.3573747,1,0.9934946
A8COCL8EE1CQH,B002U3I1EW,4.874965502901838,0.5563041379310345,0.3197703,4.666666666666667,4.620689655172414,5.0,27,31110,4.7364745,1,0.9975458
A8COCL8EE1CQH,B00VUWP6EW,4.665469313473823,0.6359147571035747,0.49466726,4.666666666666667,4.591200733272228,4.0,27,112871,4.153262,1,0.9985511
A8COCL8EE1CQH,B00B7U6Q1E,4.65774963070427,0.6355699539170506,0.43600965,4.666666666666667,4.594470046082949,4.0,27,65866,4.3826933,1,0.9991386
A8COCL8EE1CQH,B013OR191E,4.64129153168447,0.6149882352941176,0.4437501,4.666666666666667,4.576470588235294,5.0,27,121781,3.9792976,1,0.99927586
A8COCL8EE1CQH,B00G6WDYPO,4.581408568611221,0.7274255614973263,0.38837695,4.666666666666667,4.689102564102564,5.0,27,80850,4.6130953,1,0.99888986
